Lat,Lon,Elev_masl,Basin,Type,River_km,FieldName,Date,Filtration,pH,EC_uS_cm,Temp_C,Turbidity_FNU,DO_per,DO_mg_L,Element,Concentration_ppm
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cu,0.0081
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Zn,0.1178
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,As,0.0005
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Se,0.0007
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Sr,0.2455
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mo,0.0003
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cd,0.0024
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ba,0.0212
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Pb,0.0001
67.4944,-159.7942,117,Salmon,river,58.14,Salmon_MainStem,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,U,0.0041
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Na,0.9642
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mg,84.3306
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Al,2.6758
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,K,0.4113
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ca,127.2493
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,V,0.0003
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cr,0.0003
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mn,1.5459
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Fe,2.7305
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Co,0.0829
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ni,0.1902
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cu,0.0152
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Zn,0.196
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,As,0.0013
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Se,0.0015
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Sr,0.4678
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mo,0.0004
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cd,0.0034
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ba,0.0287
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Pb,0.0001
67.6397,-159.8086,148,Salmon,trib,39.25,Anaktok,8/16/2022,Unfiltered,NA,NA,NA,NA,NA,NA,U,0.0098
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Na,0.5765
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mg,15.0178
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Al,1.5584
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,K,0.2369
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ca,30.0813
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,V,0
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cr,0.0003
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mn,0.6314
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Fe,0.1537
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Co,0.0307
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ni,0.1505
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cu,0.0082
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Zn,0.1634
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,As,0.0008
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Se,0.0004
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Sr,0.1095
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mo,0
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cd,0.0019
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ba,0.0268
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Pb,0.0001
67.4296,-159.8047,72,Salmon,trib,67.75,Nikok,8/19/2022,Unfiltered,NA,NA,NA,NA,NA,NA,U,0.0012
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Na,0.9606
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mg,28.3225
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Al,0.9556
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,K,0.3963
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ca,58.6892
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,V,0.0002
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cr,0.0003
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mn,0.5654
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Fe,0.8103
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Co,0.0265
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ni,0.059
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cu,0.0059
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Zn,0.0713
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,As,0.0005
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Se,0.0005
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Sr,0.203
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Mo,0.0002
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Cd,0.0013
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Ba,0.0284
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,Pb,0.0001
67.1852,-159.5182,12,Salmon,river,111.28,Salmon_MainStem,8/20/2022,Unfiltered,NA,NA,NA,NA,NA,NA,U,0.0025
